#KEY	featureCounts on dataset 100 and 121: Counts_2	featureCounts on dataset 100 and 118: Counts_2	featureCounts on dataset 100 and 115: Counts_2	featureCounts on dataset 100 and 109: Counts_2	featureCounts on dataset 100 and 112: Counts_2	featureCounts on dataset 100 and 106: Counts_2
ENSG00000296330.1	0	0	0	0	0	0
ENSG00000296331.1	28	23	46	21	10	8
ENSG00000296332.1	4	3	5	1	3	17
ENSG00000296333.1	4	2	5	7	3	4
ENSG00000296334.1	0	0	1	0	0	0
ENSG00000296335.1	1	1	0	0	2	0
ENSG00000296336.1	9	3	14	5	9	16
ENSG00000296337.1	0	0	0	0	0	0
ENSG00000296338.1	1	7	4	1	15	11
ENSG00000296339.1	13	8	10	6	3	26
ENSG00000296340.1	0	0	0	0	0	0
ENSG00000296341.1	1	0	1	1	2	0
ENSG00000296342.1	0	0	0	0	0	0
ENSG00000296343.1	290	296	489	336	448	2105
ENSG00000296344.1	0	0	0	0	0	0
ENSG00000296345.1	17	17	14	1	15	13
ENSG00000296346.1	0	1	3	1	3	1
ENSG00000296347.1	0	0	0	0	0	0
ENSG00000296349.1	0	1	0	1	0	0
ENSG00000296350.1	0	0	0	0	0	0
ENSG00000296351.1	15	9	18	6	14	15
ENSG00000296352.1	18	13	18	16	13	12
ENSG00000296353.1	0	0	1	0	0	0
ENSG00000296354.1	0	0	0	0	0	0
ENSG00000296355.1	0	0	0	0	0	0
ENSG00000296356.1	1	0	2	2	5	1
ENSG00000296357.1	1	0	0	0	0	0
ENSG00000296358.1	1	0	0	0	0	0
ENSG00000296359.1	1	1	0	0	0	0
ENSG00000296360.1	0	0	0	0	0	0
ENSG00000296361.1	0	0	1	0	1	0
ENSG00000296362.1	1	0	2	0	0	0
ENSG00000296363.1	0	0	0	1	0	0
ENSG00000296364.1	0	0	0	0	0	0
ENSG00000296365.1	0	0	0	0	0	0
ENSG00000296366.1	24	11	31	12	5	26
ENSG00000296367.1	0	0	0	0	0	0
ENSG00000296368.1	1	6	5	1	1	5
ENSG00000296369.1	0	0	0	0	0	0
ENSG00000296370.1	12	4	11	7	5	17
ENSG00000296371.1	2	1	1	0	0	1
ENSG00000296372.1	3	1	7	15	5	9
ENSG00000296373.1	0	0	0	0	0	0
ENSG00000296374.1	0	0	3	1	0	0
ENSG00000296375.1	0	7	4	6	3	8
ENSG00000296376.1	0	1	0	0	0	1
ENSG00000296377.1	0	0	2	0	0	0
ENSG00000296378.1	0	0	1	0	0	0
ENSG00000296379.1	10	1	15	5	6	14
ENSG00000296380.1	0	0	0	0	2	0
ENSG00000296381.1	3	1	0	1	0	0
ENSG00000296382.1	0	0	1	0	1	0
ENSG00000296383.1	13	18	15	9	6	17
ENSG00000296384.1	2	3	1	3	0	1
ENSG00000296385.1	7	13	20	7	6	9
ENSG00000296386.1	3	16	5	3	8	9
ENSG00000296387.1	0	0	0	0	0	0
ENSG00000296388.1	0	0	0	0	0	0
ENSG00000296389.1	0	1	0	0	1	0
ENSG00000296390.1	0	0	7	0	1	1
ENSG00000296391.1	1	0	0	0	0	1
ENSG00000296392.1	0	0	3	0	2	2
ENSG00000296393.1	0	0	4	0	3	4
ENSG00000296394.1	0	2	3	0	0	0
ENSG00000296395.1	0	3	7	0	2	2
ENSG00000296396.1	0	0	1	0	0	3
ENSG00000296397.1	0	0	0	0	0	0
ENSG00000296398.1	10	16	14	6	12	18
ENSG00000296399.1	0	0	1	1	1	1
ENSG00000296400.1	0	0	0	0	0	0
ENSG00000296401.1	0	0	0	0	0	0
ENSG00000296402.1	0	2	0	0	1	6
ENSG00000296403.1	0	0	0	1	0	0
ENSG00000296404.1	1	3	0	0	0	0
ENSG00000296405.1	5	1	6	5	3	4
ENSG00000296406.1	0	0	0	0	0	0
ENSG00000296407.1	5	9	5	2	5	7
ENSG00000296408.1	0	0	1	0	0	0
ENSG00000296409.1	11	8	6	5	3	4
ENSG00000296410.1	0	0	0	0	0	0
ENSG00000296411.1	0	1	0	0	3	0
ENSG00000296412.1	0	0	1	0	0	0
ENSG00000296413.1	1	5	5	3	4	5
ENSG00000296414.1	0	5	4	5	5	2
ENSG00000296415.1	0	0	0	0	0	0
ENSG00000296416.1	0	2	5	2	1	4
ENSG00000296417.1	0	2	1	0	2	4
ENSG00000296418.1	9	12	21	10	6	14
ENSG00000296419.1	0	8	4	0	4	2
ENSG00000296420.1	1	0	0	0	0	0
ENSG00000296421.1	0	1	0	0	0	0
ENSG00000296422.1	3	0	0	0	0	0
ENSG00000296424.1	11	5	17	28	3	12
ENSG00000296425.1	3	3	9	6	3	3
ENSG00000296426.1	11	11	7	6	5	5
ENSG00000296427.1	0	0	0	0	0	0
ENSG00000296428.1	33	83	45	48	76	114
ENSG00000296429.1	17	4	19	9	9	6
ENSG00000296430.1	3	3	3	3	5	5
ENSG00000296431.1	46	11	25	28	22	12
ENSG00000296432.1	7	11	14	8	4	16
ENSG00000296433.1	1	6	1	1	0	0
ENSG00000296434.1	0	0	3	0	0	1
ENSG00000296435.1	0	0	0	0	0	0
ENSG00000296436.1	0	8	0	0	6	5
ENSG00000296437.1	2	2	5	0	2	4
ENSG00000296438.1	21	8	25	27	14	18
ENSG00000296439.1	9	22	12	2	9	13
ENSG00000296440.1	0	1	4	0	0	1
ENSG00000296441.1	0	0	0	0	0	0
ENSG00000296442.1	0	0	4	0	0	0
ENSG00000296443.1	0	0	0	0	0	0
ENSG00000296444.1	8	2	7	1	3	6
ENSG00000296445.1	8	9	18	3	1	8
ENSG00000296446.1	9	10	8	33	8	18
ENSG00000296447.1	0	0	0	0	0	0
ENSG00000296448.1	13	2	18	12	5	5
ENSG00000296449.1	17	8	70	24	11	23
ENSG00000296450.1	1	0	3	1	0	1
ENSG00000296451.1	4	14	6	4	8	10
ENSG00000296452.1	6	8	21	18	9	9
ENSG00000296453.1	11	16	9	8	6	3
ENSG00000296454.1	7	7	12	7	8	9
ENSG00000296455.1	0	0	0	0	0	0
ENSG00000296456.1	17	21	28	18	12	19
ENSG00000296457.1	50	21	66	28	46	32
ENSG00000296458.1	20	4	19	27	19	13
ENSG00000296459.1	0	0	2	0	1	0
ENSG00000296460.1	0	0	0	0	0	0
ENSG00000296461.1	0	0	0	0	0	0
ENSG00000296462.1	7	8	6	5	17	13
ENSG00000296463.1	3	2	4	6	0	6
ENSG00000296464.1	0	0	0	0	0	0
ENSG00000296465.1	1	1	1	1	1	1
ENSG00000296466.1	0	0	0	0	0	0
ENSG00000296467.1	35	13	10	1	26	8
ENSG00000296468.1	0	0	0	0	0	0
ENSG00000296469.1	8	19	21	14	11	21
ENSG00000296470.1	2	0	4	4	1	1
ENSG00000296471.1	0	0	1	0	0	0
ENSG00000296472.1	0	3	7	2	1	0
ENSG00000296473.1	3	2	9	1	1	5
ENSG00000296474.1	0	0	0	0	0	0
ENSG00000296475.1	0	0	0	0	0	0
ENSG00000296476.1	0	0	1	0	0	0
ENSG00000296477.1	2	3	3	0	6	1
ENSG00000296478.1	0	0	0	0	0	0
ENSG00000296479.1	19	19	26	22	21	18
ENSG00000296480.1	0	0	0	0	0	0
ENSG00000296481.1	12	12	30	7	6	16
ENSG00000296482.1	2	2	1	2	0	2
ENSG00000296483.1	5	19	13	6	18	21
ENSG00000296484.1	0	0	0	0	0	0
ENSG00000296485.1	0	0	0	0	0	0
ENSG00000296486.1	0	0	1	2	2	2
ENSG00000296487.1	1	0	0	0	3	0
ENSG00000296488.2	0	0	0	0	0	2
ENSG00000296489.1	0	0	0	0	0	0
ENSG00000296490.1	0	0	0	0	0	0
ENSG00000296491.1	0	0	0	0	0	0
ENSG00000296492.1	0	0	1	0	0	0
ENSG00000296493.1	0	0	0	0	0	0
ENSG00000296494.1	2	0	0	2	3	1
ENSG00000296495.1	0	0	0	0	0	0
ENSG00000296496.1	0	0	0	0	0	0
ENSG00000296497.1	0	0	10	1	2	4
ENSG00000296498.1	0	0	1	0	0	0
ENSG00000296499.1	3	0	2	7	0	3
ENSG00000296500.1	0	1	2	0	0	3
ENSG00000296501.1	0	0	0	0	0	0
ENSG00000296502.1	0	0	0	0	0	1
ENSG00000296503.1	0	1	0	11	2	3
ENSG00000296504.1	0	0	0	0	0	0
ENSG00000296505.1	0	2	0	0	1	0
ENSG00000296506.1	0	4	0	0	1	3
ENSG00000296507.1	2	0	0	0	0	3
ENSG00000296508.1	0	0	1	0	0	1
ENSG00000296509.1	2	0	0	0	0	0
ENSG00000296510.1	30	37	55	28	42	71
ENSG00000296511.1	2	0	0	0	0	0
ENSG00000296512.1	0	0	0	0	0	3
ENSG00000296513.1	0	0	0	0	0	0
ENSG00000296514.1	0	0	0	0	0	0
ENSG00000296515.1	0	0	0	0	0	0
ENSG00000296516.1	0	0	2	0	0	0
ENSG00000296517.1	0	0	0	0	0	0
ENSG00000296518.1	1	3	1	0	2	13
ENSG00000296519.1	4	2	0	1	4	1
ENSG00000296520.1	9	3	11	3	10	10
ENSG00000296521.1	0	0	1	0	0	0
ENSG00000296522.1	9	5	18	11	8	11
ENSG00000296523.1	0	1	1	0	0	0
ENSG00000296524.1	2	4	1	3	0	6
ENSG00000296525.1	0	0	0	0	0	0
ENSG00000296526.1	0	0	0	0	0	0
ENSG00000296527.1	21	29	33	12	17	55
ENSG00000296528.1	26	7	27	36	23	21
ENSG00000296529.1	0	1	1	2	0	2
ENSG00000296530.1	1	4	5	3	0	1
ENSG00000296531.1	18	11	7	4	34	68
ENSG00000296532.1	0	0	0	0	0	0
ENSG00000296533.1	5	3	7	3	5	2
ENSG00000296534.1	4	2	11	1	4	4
ENSG00000296535.1	6	13	16	8	23	34
ENSG00000296536.1	26	12	28	21	18	18
ENSG00000296537.1	0	0	1	0	0	0
ENSG00000296538.1	0	0	0	0	0	1
ENSG00000296539.1	1	0	0	1	0	0
ENSG00000296540.1	0	2	1	5	1	1
ENSG00000296541.1	0	0	0	0	0	0
ENSG00000296542.1	0	0	0	0	0	0
ENSG00000296543.1	1	0	1	1	0	0
ENSG00000296544.1	0	0	0	0	0	0
ENSG00000296545.1	14	20	27	4	14	10
ENSG00000296547.1	2	0	0	0	0	0
ENSG00000296548.1	1	0	2	0	0	0
ENSG00000296549.1	2	5	5	5	5	5
ENSG00000296550.1	0	0	0	0	0	0
ENSG00000296551.1	3	8	12	1	0	2
ENSG00000296552.1	1	2	2	0	0	0
ENSG00000296553.1	0	0	0	0	1	0
ENSG00000296554.1	3	5	6	2	2	5
ENSG00000296555.1	0	0	0	0	0	0
ENSG00000296556.1	2	0	0	1	0	0
ENSG00000296557.1	2	0	4	1	2	11
ENSG00000296558.1	0	0	1	0	0	0
ENSG00000296559.1	10	7	11	11	22	17
ENSG00000296560.1	0	2	18	6	7	24
ENSG00000296561.1	0	3	7	0	5	2
ENSG00000296562.1	0	0	0	0	0	0
ENSG00000296563.1	0	1	2	0	1	1
ENSG00000296564.1	1	1	10	1	2	1
ENSG00000296565.1	0	0	0	0	0	0
ENSG00000296566.1	27	15	41	16	48	36
ENSG00000296567.1	0	0	2	3	0	3
ENSG00000296568.1	10	14	21	17	22	31
ENSG00000296569.1	0	0	0	1	0	0
ENSG00000296570.1	19	16	25	16	19	22
ENSG00000296571.1	0	4	1	0	0	0
ENSG00000296572.1	0	0	1	1	1	4
ENSG00000296573.1	0	0	0	0	0	0
ENSG00000296574.1	6	3	8	2	4	8
ENSG00000296576.1	0	0	1	2	1	2
ENSG00000296577.1	0	0	0	0	0	0
ENSG00000296578.1	1	0	0	0	0	0
ENSG00000296579.1	0	0	0	0	0	0
ENSG00000296580.1	0	1	1	0	0	3
ENSG00000296582.1	3	0	10	1	2	0
ENSG00000296584.1	3	5	6	5	5	9
ENSG00000296585.1	0	0	0	0	0	0
ENSG00000296586.1	0	1	0	0	0	0
ENSG00000296587.1	0	0	0	0	2	0
ENSG00000296588.1	4	1	0	4	10	7
ENSG00000296589.1	29	37	49	24	31	46
ENSG00000296590.1	0	0	0	0	0	0
ENSG00000296591.1	18	11	23	10	4	6
ENSG00000296592.1	0	1	0	0	0	0
ENSG00000296593.1	10	0	15	7	6	10
ENSG00000296594.1	0	2	3	0	1	7
ENSG00000296595.1	0	0	0	0	1	0
ENSG00000296596.1	0	1	1	0	0	0
ENSG00000296597.1	0	0	0	0	0	0
ENSG00000296599.1	8	10	13	4	0	3
ENSG00000296600.1	0	0	0	0	0	0
ENSG00000296601.1	13	5	11	9	4	17
ENSG00000296602.1	1	3	4	2	5	7
ENSG00000296603.1	7	4	7	5	10	6
ENSG00000296604.1	1	3	6	2	4	7
ENSG00000296605.1	0	0	0	0	2	0
ENSG00000296607.1	23	2	30	17	11	22
ENSG00000296608.1	0	0	0	0	0	0
ENSG00000296609.1	69	42	58	44	43	59
ENSG00000296610.1	14	13	32	23	28	47
ENSG00000296611.1	3	0	0	0	0	0
ENSG00000296612.1	0	1	0	0	2	0
ENSG00000296613.1	1	0	0	0	0	0
ENSG00000296614.1	0	0	0	0	0	0
ENSG00000296615.1	171	60	194	64	89	99
ENSG00000296616.1	5	3	2	2	4	2
ENSG00000296617.1	0	3	3	2	0	4
ENSG00000296619.1	2	2	1	2	6	1
ENSG00000296620.1	2	8	8	3	7	14
ENSG00000296621.1	0	0	0	0	0	0
ENSG00000296622.1	3	5	5	2	2	2
ENSG00000296623.1	0	0	0	0	0	0
ENSG00000296624.1	3	0	8	2	5	11
ENSG00000296625.1	264	102	193	598	90	69
ENSG00000296626.1	0	0	0	0	0	0
ENSG00000296627.1	1	0	0	0	0	0
ENSG00000296628.1	2	0	1	1	0	0
ENSG00000296629.1	1	0	0	0	0	0
ENSG00000296630.1	0	0	0	0	0	0
ENSG00000296631.1	0	1	0	0	0	0
ENSG00000296632.1	7	3	6	4	7	11
ENSG00000296633.1	0	2	1	1	0	2
ENSG00000296635.1	24	20	46	20	26	35
ENSG00000296636.1	0	0	0	0	1	2
ENSG00000296637.1	1	5	13	1	3	4
ENSG00000296638.1	0	0	0	0	0	0
ENSG00000296639.1	0	0	0	0	0	2
ENSG00000296640.1	0	0	0	0	0	0
ENSG00000296641.1	0	0	0	0	0	0
ENSG00000296642.1	177	119	231	166	113	120
ENSG00000296643.1	1	7	12	1	3	10
ENSG00000296645.1	0	0	0	0	1	0
ENSG00000296646.1	0	0	2	0	0	0
ENSG00000296647.1	0	0	0	0	0	0
ENSG00000296649.1	0	0	0	0	0	0
ENSG00000296650.1	0	0	0	0	0	0
ENSG00000296651.1	18	21	11	8	27	81
ENSG00000296652.1	0	0	0	0	0	0
ENSG00000296653.1	0	0	0	0	0	0
ENSG00000296654.1	1	2	4	2	6	4
ENSG00000296655.1	0	0	0	0	0	0
ENSG00000296656.1	6	2	7	1	1	2
ENSG00000296657.1	3	2	2	2	18	16
ENSG00000296658.1	3	0	3	3	0	1
ENSG00000296659.1	0	1	0	0	0	0
ENSG00000296660.1	0	0	0	0	0	0
ENSG00000296661.1	5	0	1	0	1	1
ENSG00000296662.1	0	0	0	0	0	0
ENSG00000296663.1	0	0	1	0	0	0
ENSG00000296664.1	0	2	0	0	0	0
ENSG00000296665.1	0	0	0	0	0	0
ENSG00000296666.1	0	0	0	0	0	0
ENSG00000296667.1	0	0	0	0	1	0
ENSG00000296668.1	0	0	0	0	0	0
ENSG00000296669.1	4	8	5	5	2	13
ENSG00000296670.1	5	2	4	0	0	8
ENSG00000296671.1	7	10	16	10	4	14
ENSG00000296672.1	22	16	20	33	14	16
ENSG00000296673.1	1	2	10	2	0	1
ENSG00000296674.1	6	2	2	6	1	2
ENSG00000296675.1	0	0	0	0	0	0
ENSG00000296676.1	0	0	0	0	1	0
ENSG00000296677.1	3	3	0	1	4	3
ENSG00000296678.1	6	7	20	8	10	17
ENSG00000296679.1	0	0	0	0	0	0
ENSG00000296680.1	0	1	1	2	0	1
ENSG00000296681.1	3	1	1	2	1	2
ENSG00000296682.1	0	2	0	0	0	0
ENSG00000296683.1	0	0	3	0	1	0
ENSG00000296684.1	7	5	6	2	8	11
ENSG00000296685.1	0	0	1	0	0	0
ENSG00000296686.1	1	0	1	1	0	0
ENSG00000296687.1	4	2	2	12	4	8
ENSG00000296688.1	0	0	0	0	0	0
ENSG00000296689.1	0	0	2	0	0	0
ENSG00000296690.1	0	0	0	0	0	0
ENSG00000296691.1	21	31	12	14	29	49
ENSG00000296692.1	1	2	0	3	0	0
ENSG00000296693.1	6	17	31	6	14	29
ENSG00000296694.1	3	1	4	4	0	0
ENSG00000296695.1	0	0	0	0	0	0
ENSG00000296696.1	7	15	4	2	5	2
ENSG00000296697.1	13	6	41	17	21	26
ENSG00000296698.1	1	0	0	2	1	0
ENSG00000296699.1	3	0	2	0	1	3
ENSG00000296700.1	0	0	0	0	0	0
ENSG00000296701.1	3	0	1	0	0	1
ENSG00000296702.1	13	12	8	28	21	20
ENSG00000296703.1	0	0	0	1	0	0
ENSG00000296704.1	2	0	5	1	0	0
ENSG00000296705.1	0	0	0	0	0	1
ENSG00000296706.1	4	13	9	5	7	16
ENSG00000296707.1	1	2	5	1	0	3
ENSG00000296708.1	0	0	0	0	0	0
ENSG00000296709.1	11	12	16	5	13	13
ENSG00000296710.1	0	0	0	0	0	0
ENSG00000296711.1	0	0	0	0	0	0
ENSG00000296712.1	0	0	0	0	0	1
ENSG00000296714.1	0	1	0	2	0	0
ENSG00000296715.1	2	0	0	0	0	0
ENSG00000296716.1	0	0	0	0	0	0
ENSG00000296717.1	0	0	0	0	0	0
ENSG00000296718.1	1	3	0	1	0	1
ENSG00000296719.1	0	0	0	0	0	0
ENSG00000296720.1	0	0	2	1	2	5
ENSG00000296721.1	12	2	12	4	6	0
ENSG00000296722.1	0	0	0	3	0	0
ENSG00000296723.1	0	0	0	0	0	0
ENSG00000296724.1	0	0	0	0	0	0
ENSG00000296725.1	1	0	0	0	2	2
ENSG00000296726.1	6	11	12	6	6	1
ENSG00000296727.1	0	0	0	1	0	0
ENSG00000296728.1	0	2	2	1	0	0
ENSG00000296729.1	0	0	0	0	0	0
ENSG00000296730.1	0	4	1	2	1	6
ENSG00000296731.1	39	35	86	24	51	44
ENSG00000296733.1	0	0	0	0	0	0
ENSG00000296734.1	1	0	0	0	1	0
ENSG00000296735.1	0	0	0	0	0	0
ENSG00000296736.1	0	0	0	0	0	0
ENSG00000296737.1	10	13	19	5	18	25
ENSG00000296738.1	47	30	66	48	58	81
ENSG00000296739.1	1	1	0	0	0	0
ENSG00000296740.1	0	0	0	0	0	1
ENSG00000296741.1	1	1	3	2	2	2
ENSG00000296742.1	8	3	15	8	3	0
ENSG00000296743.1	19	22	13	15	17	12
ENSG00000296744.1	0	0	0	0	0	0
ENSG00000296745.1	2	0	3	1	1	0
ENSG00000296746.1	5	1	6	0	4	0
ENSG00000296747.1	0	0	1	0	0	0
ENSG00000296748.1	1	1	0	0	3	0
ENSG00000296749.1	0	0	0	0	0	0
ENSG00000296750.1	1	1	3	0	1	3
ENSG00000296751.1	15	0	1	3	4	2
ENSG00000296752.1	1	2	2	0	0	0
ENSG00000296753.1	5	2	6	4	7	4
ENSG00000296754.1	0	0	0	0	0	0
ENSG00000296755.1	2	7	5	0	3	12
ENSG00000296757.1	2	0	1	0	0	0
ENSG00000296758.1	2	0	0	0	0	0
ENSG00000296759.1	0	0	0	0	0	0
ENSG00000296760.1	0	0	1	0	1	0
ENSG00000296761.1	0	0	0	0	0	0
ENSG00000296762.1	0	1	0	0	0	0
ENSG00000296763.1	18	14	46	15	20	30
ENSG00000296764.1	0	0	0	0	0	0
ENSG00000296765.1	7	6	7	1	11	8
ENSG00000296766.1	3	18	18	11	6	18
ENSG00000296767.2	4	14	14	10	5	9
ENSG00000296768.1	0	0	0	0	0	0
ENSG00000296769.1	0	1	0	0	0	1
ENSG00000296770.1	19	6	4	4	5	0
ENSG00000296771.1	0	0	0	0	0	0
ENSG00000296772.1	1	0	0	0	0	0
ENSG00000296773.1	4	2	11	3	4	4
ENSG00000296774.1	0	2	2	1	3	1
ENSG00000296776.1	0	0	3	0	0	3
ENSG00000296777.1	0	0	0	0	0	0
ENSG00000296778.1	2	4	4	0	0	1
ENSG00000296779.1	0	0	0	0	0	0
ENSG00000296780.1	4	3	9	1	5	6
ENSG00000296781.1	0	1	1	0	2	0
ENSG00000296782.1	1	0	0	0	0	0
ENSG00000296783.2	0	0	3	2	0	1
ENSG00000296784.1	0	0	0	0	0	0
ENSG00000296785.1	2	0	1	0	4	1
ENSG00000296786.1	0	0	0	0	0	0
ENSG00000296787.1	0	2	1	0	2	0
ENSG00000296788.1	0	0	0	0	0	0
ENSG00000296789.1	0	0	0	0	0	0
ENSG00000296790.2	57	44	77	50	43	58
ENSG00000296791.1	6	1	6	2	2	4
ENSG00000296792.1	0	0	0	0	0	0
ENSG00000296793.1	5	12	41	5	13	12
ENSG00000296794.1	11	16	19	13	12	20
ENSG00000296795.1	0	0	0	0	0	0
ENSG00000296796.1	0	0	0	0	0	0
ENSG00000296797.1	0	0	0	0	0	0
ENSG00000296799.1	0	0	0	0	0	0
ENSG00000296800.1	0	0	0	0	0	0
ENSG00000296801.1	2	0	0	0	0	0
ENSG00000296802.1	90	63	131	112	74	145
ENSG00000296803.1	2	1	1	1	1	0
ENSG00000296804.1	0	0	0	0	0	0
ENSG00000296805.1	0	0	0	0	0	0
ENSG00000296806.1	0	1	1	1	0	3
ENSG00000296807.1	0	0	0	0	0	2
ENSG00000296808.1	0	0	0	0	0	0
ENSG00000296809.1	0	0	0	1	0	0
ENSG00000296810.1	31	41	19	21	29	67
ENSG00000296811.1	0	6	0	2	6	1
ENSG00000296812.1	0	1	0	0	0	0
ENSG00000296813.1	3	3	1	1	1	2
ENSG00000296814.1	0	0	0	0	0	0
ENSG00000296815.1	0	0	0	0	0	0
ENSG00000296816.1	54	34	41	33	30	15
ENSG00000296817.1	0	0	0	0	0	0
ENSG00000296818.1	10	3	10	2	6	19
ENSG00000296819.1	0	0	0	0	1	1
ENSG00000296820.1	3	0	0	0	0	0
ENSG00000296821.1	0	0	0	0	0	0
ENSG00000296822.1	0	0	1	0	1	0
ENSG00000296823.1	3	5	11	5	7	4
ENSG00000296824.1	0	0	0	0	0	0
ENSG00000296825.1	1	1	1	2	3	0
ENSG00000296826.1	0	0	0	0	0	0
ENSG00000296827.1	0	8	3	2	2	0
ENSG00000296828.1	1	0	0	0	0	0
ENSG00000296829.1	0	0	0	0	0	0
ENSG00000296830.1	11	11	23	11	6	14
ENSG00000296831.1	3	10	3	8	7	8
ENSG00000296832.1	3	2	3	2	1	2
ENSG00000296833.1	0	0	0	0	0	0
ENSG00000296834.1	0	1	0	0	0	0
ENSG00000296835.1	0	0	0	0	0	0
ENSG00000296836.1	0	0	2	2	1	3
ENSG00000296837.1	1	0	0	0	0	1
ENSG00000296838.1	0	0	0	0	0	0
ENSG00000296839.1	2	3	4	4	2	13
ENSG00000296840.1	0	0	0	0	0	0
ENSG00000296841.1	25	6	38	23	11	36
ENSG00000296842.1	2	0	0	0	0	0
ENSG00000296843.1	0	0	1	0	0	0
ENSG00000296844.1	0	0	0	0	0	1
ENSG00000296845.1	14	14	24	28	10	18
ENSG00000296846.1	22	16	41	28	25	30
ENSG00000296847.1	0	0	0	0	0	0
ENSG00000296848.1	13	32	23	11	59	47
ENSG00000296849.1	0	0	0	0	0	0
ENSG00000296850.1	33	8	31	28	31	40
ENSG00000296851.1	0	0	0	0	2	0
ENSG00000296852.1	44	23	68	8	23	11
ENSG00000296853.1	6	11	13	18	14	19
ENSG00000296854.1	1	0	0	0	1	0
ENSG00000296855.1	6	5	5	3	3	3
ENSG00000296856.1	1	0	2	1	2	0
ENSG00000296857.1	161	111	206	105	161	163
ENSG00000296858.1	0	0	0	0	0	0
ENSG00000296859.1	4	2	4	5	0	4
ENSG00000296860.1	3	3	3	3	0	5
ENSG00000296861.1	0	0	0	0	1	0
ENSG00000296862.1	6	14	37	0	1	11
ENSG00000296863.1	16	15	75	8	13	72
ENSG00000296864.1	47	16	49	27	32	24
ENSG00000296865.1	1	0	0	0	0	1
ENSG00000296866.1	0	0	0	0	0	0
ENSG00000296867.1	9	7	10	6	3	22
ENSG00000296868.1	19	9	9	17	6	13
ENSG00000296869.1	0	10	16	6	8	9
ENSG00000296870.1	0	4	4	5	0	0
ENSG00000296871.1	0	0	1	0	0	0
ENSG00000296872.1	0	0	0	0	1	4
ENSG00000296873.1	3	2	0	0	3	3
ENSG00000296874.1	1	0	3	0	2	0
ENSG00000296875.1	35	14	63	66	30	31
ENSG00000296876.1	0	0	1	0	0	0
ENSG00000296877.1	0	0	0	0	0	0
ENSG00000296878.1	40	22	47	29	35	14
ENSG00000296879.1	1	0	0	0	0	0
ENSG00000296880.1	61	29	65	58	57	51
ENSG00000296881.1	0	0	0	0	0	0
ENSG00000296882.1	6	2	4	13	10	5
ENSG00000296883.1	1	0	0	1	0	0
ENSG00000296884.1	0	2	2	0	1	0
ENSG00000296885.1	0	0	0	0	0	0
ENSG00000296886.1	41	37	163	16	25	31
ENSG00000296887.1	3	4	3	8	4	1
ENSG00000296888.1	18	8	39	48	26	45
ENSG00000296889.1	0	0	0	0	0	0
ENSG00000296890.1	1	0	2	0	0	0
ENSG00000296891.1	0	2	5	2	1	6
ENSG00000296892.1	0	0	1	0	0	0
ENSG00000296893.1	0	1	0	0	0	0
ENSG00000296894.1	1	1	2	0	0	0
ENSG00000296895.1	1	0	0	0	0	0
ENSG00000296896.1	0	0	0	0	0	0
ENSG00000296897.1	0	0	0	0	0	0
ENSG00000296898.1	18	23	33	0	11	7
ENSG00000296899.1	0	0	0	0	0	0
ENSG00000296900.1	0	0	0	0	0	0
ENSG00000296901.1	7	3	7	2	4	9
ENSG00000296903.1	0	0	0	0	0	0
ENSG00000296904.1	1	2	0	2	0	5
ENSG00000296905.1	10	28	109	11	21	16
ENSG00000296906.1	0	0	0	0	0	0
ENSG00000296907.1	0	0	3	0	0	0
ENSG00000296908.1	0	0	1	0	0	0
ENSG00000296909.1	1	5	4	1	0	3
ENSG00000296910.1	1	0	8	4	6	16
ENSG00000296911.1	125	103	164	97	137	168
ENSG00000296912.1	72	31	133	56	100	149
ENSG00000296913.1	2	2	0	1	1	5
ENSG00000296914.1	2	1	1	4	0	0
ENSG00000296915.1	2	1	4	4	4	2
ENSG00000296916.1	1	0	0	1	0	0
ENSG00000296917.1	0	0	0	0	0	0
ENSG00000296918.1	1	1	1	4	3	0
ENSG00000296919.1	0	0	0	0	0	0
ENSG00000296920.1	1	1	0	0	0	2
ENSG00000296921.1	13	9	27	12	15	20
ENSG00000296922.1	22	28	26	16	25	50
ENSG00000296923.1	2	4	0	3	1	2
ENSG00000296924.1	33	10	51	8	8	11
ENSG00000296925.1	2	4	3	4	2	0
ENSG00000296926.1	2	2	1	1	2	0
ENSG00000296927.1	0	0	1	0	0	0
ENSG00000296928.1	1	0	0	1	0	0
ENSG00000296929.1	0	0	1	0	0	0
ENSG00000296930.1	0	0	0	0	0	0
ENSG00000296931.1	5	0	1	5	2	0
ENSG00000296932.1	0	0	0	1	0	0
ENSG00000296933.1	0	0	0	0	0	0
ENSG00000296934.1	0	0	0	0	0	0
ENSG00000296935.1	9	7	10	2	5	9
ENSG00000296936.1	0	0	1	0	0	0
ENSG00000296937.1	3	0	2	0	0	0
ENSG00000296938.1	16	15	10	9	15	33
ENSG00000296939.1	22	12	9	7	16	16
ENSG00000296940.1	2	0	4	1	2	1
ENSG00000296941.1	0	0	0	0	0	0
ENSG00000296942.1	14	13	38	22	19	31
ENSG00000296943.1	0	1	2	2	6	1
ENSG00000296944.1	0	0	2	1	1	0
ENSG00000296945.1	1	0	0	0	0	0
ENSG00000296946.1	1	1	6	0	1	9
ENSG00000296947.1	0	0	0	0	0	0
ENSG00000296948.1	0	0	0	1	0	0
ENSG00000296949.1	0	0	0	0	0	0
